path,transcription
TIMIT/data/TRAIN\DR4\MGAG0\VOCODED_SA2.WAV.wav,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT.
TIMIT/data/TRAIN\DR4\MGAG0\VOCODED_SI1321.WAV.wav,THERE ARE OPTIMAL HUMIDITY REQUIREMENTS FOR VARIOUS AGENTS WHEN AIRBORNE.
TIMIT/data/TRAIN\DR4\MGAG0\VOCODED_SI645.WAV.wav,HE IGNORES GUIDEBOOK FACTS.
TIMIT/data/TRAIN\DR4\MGAG0\VOCODED_SI691.WAV.wav,BUT THIS ESOTERIC DOCTRINE WAS LOST IN THE SHUFFLE TO ACQUIRE SPECIAL POWERS.
TIMIT/data/TRAIN\DR4\MGAG0\VOCODED_SX151.WAV.wav,THE PREVIOUS SPEAKER PRESENTED AMBIGUOUS RESULTS.
TIMIT/data/TRAIN\DR4\MGAG0\VOCODED_SX241.WAV.wav,THE HALLWAY OPENS INTO A HUGE CHAMBER.
TIMIT/data/TRAIN\DR4\MGAG0\VOCODED_SX331.WAV.wav,THE BIG DOG LOVED TO CHEW ON THE OLD RAG DOLL.
TIMIT/data/TRAIN\DR4\MGAG0\VOCODED_SX421.WAV.wav,THOSE WHO TEACH VALUES FIRST ABOLISH CHEATING.
TIMIT/data/TRAIN\DR4\MGAG0\VOCODED_SX61.WAV.wav,CHOCOLATE AND ROSES NEVER FAIL AS A ROMANTIC GIFT.
TIMIT/data/TRAIN\DR4\MGJC0\VOCODED_SA1.WAV.wav,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR.
TIMIT/data/TRAIN\DR4\MGJC0\VOCODED_SA2.WAV.wav,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT.
TIMIT/data/TRAIN\DR4\MGJC0\VOCODED_SI1256.WAV.wav,ORIGIN OF STATE AUTOMOBILE PRACTICES.
TIMIT/data/TRAIN\DR4\MGJC0\VOCODED_SI1335.WAV.wav,INFLAMMATORY CELLS WERE STRIKINGLY ABSENT.
TIMIT/data/TRAIN\DR4\MGJC0\VOCODED_SI1965.WAV.wav,"IF THE OTHER PILOTS WERE WORRIED, THEY DID NOT SHOW IT."
TIMIT/data/TRAIN\DR4\MGJC0\VOCODED_SX165.WAV.wav,THE EASYGOING ZOOLOGIST RELAXED THROUGHOUT THE VOYAGE.
TIMIT/data/TRAIN\DR4\MGJC0\VOCODED_SX255.WAV.wav,MY IDEAL MORNING BEGINS WITH HOT COFFEE.
TIMIT/data/TRAIN\DR4\MGJC0\VOCODED_SX345.WAV.wav,TRISH SAW HOURS AND HOURS OF MOVIES SATURDAY.
TIMIT/data/TRAIN\DR4\MGJC0\VOCODED_SX435.WAV.wav,THE RICH SHOULD INVEST IN BLACK ZIRCONS INSTEAD OF STYLISH SHOES.
TIMIT/data/TRAIN\DR4\MGJC0\VOCODED_SX75.WAV.wav,FILL THAT CANTEEN WITH FRESH SPRING WATER.
TIMIT/data/TRAIN\DR4\MGRP0\VOCODED_SA1.WAV.wav,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR.
TIMIT/data/TRAIN\DR4\MGRP0\VOCODED_SA2.WAV.wav,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT.
TIMIT/data/TRAIN\DR4\MGRP0\VOCODED_SI1317.WAV.wav,"BEING BASED ON SO FEW EVENTS, THESE RESULTS ARE OF DUBIOUS VALIDITY."
TIMIT/data/TRAIN\DR4\MGRP0\VOCODED_SI1947.WAV.wav,THERE WERE NO TRACKS OF EITHER HOOFS OR BOOTS.
TIMIT/data/TRAIN\DR4\MGRP0\VOCODED_SI687.WAV.wav,THE ANTI-SLAVERY MOVEMENT TOOK MANY FORMS.
TIMIT/data/TRAIN\DR4\MGRP0\VOCODED_SX147.WAV.wav,CORRECT EXECUTION OF MY INSTRUCTIONS IS CRUCIAL.
TIMIT/data/TRAIN\DR4\MGRP0\VOCODED_SX237.WAV.wav,THE COURIER WAS A DWARF.
TIMIT/data/TRAIN\DR4\MGRP0\VOCODED_SX327.WAV.wav,AL RECEIVED A JOINT APPOINTMENT IN THE BIOLOGY AND THE ENGINEERING DEPARTMENTS.
TIMIT/data/TRAIN\DR4\MGRP0\VOCODED_SX417.WAV.wav,VALLEY LODGE YEARLY CELEBRATES THE FIRST CALF BORN.
TIMIT/data/TRAIN\DR4\MGRP0\VOCODED_SX57.WAV.wav,THE PROWLER WORE A SKI MASK FOR DISGUISE.
TIMIT/data/TRAIN\DR4\MGXP0\VOCODED_SA1.WAV.wav,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR.
TIMIT/data/TRAIN\DR4\MGXP0\VOCODED_SA2.WAV.wav,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT.
TIMIT/data/TRAIN\DR4\MGXP0\VOCODED_SI1087.WAV.wav,HE MUST REARRANGE MATTERS SO THAT TWO PERFORMERS DO NOT BUMP INTO EACH OTHER.
TIMIT/data/TRAIN\DR4\MGXP0\VOCODED_SI457.WAV.wav,BOTH FIGURES WOULD GO HIGHER IN LATER YEARS.
TIMIT/data/TRAIN\DR4\MGXP0\VOCODED_SI525.WAV.wav,THE DESIRE AND ABILITY TO READ ARE IMPORTANT ASPECTS OF OUR CULTURAL LIFE.
TIMIT/data/TRAIN\DR4\MGXP0\VOCODED_SX187.WAV.wav,THEY OFTEN GO OUT IN THE EVENING.
TIMIT/data/TRAIN\DR4\MGXP0\VOCODED_SX277.WAV.wav,THE ROSE CORSAGE SMELLED SWEET.
TIMIT/data/TRAIN\DR4\MGXP0\VOCODED_SX367.WAV.wav,THE SURPLUS SHOES WERE SOLD AT A DISCOUNT PRICE.
TIMIT/data/TRAIN\DR4\MGXP0\VOCODED_SX7.WAV.wav,NOTHING IS AS OFFENSIVE AS INNOCENCE.
TIMIT/data/TRAIN\DR4\MGXP0\VOCODED_SX97.WAV.wav,PENGUINS LIVE NEAR THE ICY ANTARCTIC.
TIMIT/data/TRAIN\DR4\MJAC0\VOCODED_SA1.WAV.wav,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR.
TIMIT/data/TRAIN\DR4\MJAC0\VOCODED_SA2.WAV.wav,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT.
TIMIT/data/TRAIN\DR4\MJAC0\VOCODED_SI1331.WAV.wav,NO FASCICULATIONS OR SENSORY DEFECTS WERE FOUND.
TIMIT/data/TRAIN\DR4\MJAC0\VOCODED_SI2148.WAV.wav,LOOK SOMEWHERE ELSE.
TIMIT/data/TRAIN\DR4\MJAC0\VOCODED_SI701.WAV.wav,THERE ARE PEOPLE WHO TRAVEL LONG DISTANCES TO ASSURE MY CONTINUED EXISTENCE.
TIMIT/data/TRAIN\DR4\MJAC0\VOCODED_SX251.WAV.wav,WE APPLY AUDITORY MODELING TO COMPUTER SPEECH RECOGNITION.
TIMIT/data/TRAIN\DR4\MJAC0\VOCODED_SX307.WAV.wav,THE MEETING IS NOW ADJOURNED.
TIMIT/data/TRAIN\DR4\MJAC0\VOCODED_SX341.WAV.wav,THE HIGH SECURITY PRISON WAS SURROUNDED BY BARBED WIRE.
TIMIT/data/TRAIN\DR4\MJAC0\VOCODED_SX431.WAV.wav,"THE FIFTH JAR CONTAINS BIG, JUICY PEACHES."
TIMIT/data/TRAIN\DR4\MJAC0\VOCODED_SX71.WAV.wav,PORCUPINES RESEMBLE SEA URCHINS.
TIMIT/data/TRAIN\DR4\MJDC0\VOCODED_SA1.WAV.wav,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR.
TIMIT/data/TRAIN\DR4\MJDC0\VOCODED_SA2.WAV.wav,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT.
TIMIT/data/TRAIN\DR4\MJDC0\VOCODED_SI1161.WAV.wav,WITH EACH SONG HE GAVE VERBAL FOOTNOTES.
TIMIT/data/TRAIN\DR4\MJDC0\VOCODED_SI2165.WAV.wav,"NO, REALLY, RIGHT AS RAIN."
TIMIT/data/TRAIN\DR4\MJDC0\VOCODED_SI531.WAV.wav,"HE SPOKE BRIEFLY, SENSIBLY, TO THE POINT AND WITHOUT ORATORICAL FLOURISHES."
TIMIT/data/TRAIN\DR4\MJDC0\VOCODED_SX171.WAV.wav,"THE DIAGNOSIS WAS DISCOURAGING; HOWEVER, HE WAS NOT OVERLY WORRIED."
TIMIT/data/TRAIN\DR4\MJDC0\VOCODED_SX261.WAV.wav,DO YOU HAVE THE YELLOW OINTMENT READY?
TIMIT/data/TRAIN\DR4\MJDC0\VOCODED_SX351.WAV.wav,THE NEW SUBURBANITES WORKED HARD ON REFURBISHING THEIR OLDER HOME.
TIMIT/data/TRAIN\DR4\MJDC0\VOCODED_SX441.WAV.wav,DON'T LOOK FOR GROUP VALUABLES IN A BANK VAULT.
TIMIT/data/TRAIN\DR4\MJDC0\VOCODED_SX81.WAV.wav,IT'S IMPOSSIBLE TO DEAL WITH BUREAUCRACY.
TIMIT/data/TRAIN\DR4\MJEE0\VOCODED_SA1.WAV.wav,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR.
TIMIT/data/TRAIN\DR4\MJEE0\VOCODED_SA2.WAV.wav,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT.
TIMIT/data/TRAIN\DR4\MJEE0\VOCODED_SI1237.WAV.wav,WE MAY SAY OF SOME UNFORTUNATES THAT THEY WERE NEVER YOUNG.
TIMIT/data/TRAIN\DR4\MJEE0\VOCODED_SI1867.WAV.wav,THEN AT LAST THE DARKNESS BEGAN TO DISSOLVE.
TIMIT/data/TRAIN\DR4\MJEE0\VOCODED_SI607.WAV.wav,MERCENARY: TERM OF HONOR?
TIMIT/data/TRAIN\DR4\MJEE0\VOCODED_SX157.WAV.wav,REMOVE THE SPLINTER WITH A PAIR OF TWEEZERS.
TIMIT/data/TRAIN\DR4\MJEE0\VOCODED_SX247.WAV.wav,THE CIGARETTES IN THE CLAY ASHTRAY OVERFLOWED ONTO THE OAK TABLE.
TIMIT/data/TRAIN\DR4\MJEE0\VOCODED_SX337.WAV.wav,BOB BANDAGED BOTH WOUNDS WITH THE SKILL OF A DOCTOR.
TIMIT/data/TRAIN\DR4\MJEE0\VOCODED_SX427.WAV.wav,EVERY CAB NEEDS REPAINTING OFTEN.
TIMIT/data/TRAIN\DR4\MJEE0\VOCODED_SX67.WAV.wav,LAST YEAR'S GAS SHORTAGE CAUSED STEEP PRICE INCREASES.
TIMIT/data/TRAIN\DR4\MJJJ0\VOCODED_SA1.WAV.wav,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR.
TIMIT/data/TRAIN\DR4\MJJJ0\VOCODED_SA2.WAV.wav,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT.
TIMIT/data/TRAIN\DR4\MJJJ0\VOCODED_SI1163.WAV.wav,NO MORE STARTLING CONTRAST TO A SYSTEM OF SULLEN SATELLITES COULD BE IMAGINED.
TIMIT/data/TRAIN\DR4\MJJJ0\VOCODED_SI1793.WAV.wav,THIS FAVORITE GRIEVANCE WAS NOT THE LANDLORD.
TIMIT/data/TRAIN\DR4\MJJJ0\VOCODED_SI533.WAV.wav,"FOOLS, HE BAYED, WHAT DO YOU THINK YOU ARE DOING?"
TIMIT/data/TRAIN\DR4\MJJJ0\VOCODED_SX173.WAV.wav,WHOEVER COOPERATES IN FINDING NAN'S CAMEO WILL BE REWARDED.
TIMIT/data/TRAIN\DR4\MJJJ0\VOCODED_SX263.WAV.wav,HOW OILY DO YOU LIKE YOUR SALAD DRESSING?
TIMIT/data/TRAIN\DR4\MJJJ0\VOCODED_SX353.WAV.wav,A CONNOISSEUR WILL ENJOY THIS SHELLFISH DISH.
TIMIT/data/TRAIN\DR4\MJJJ0\VOCODED_SX443.WAV.wav,A LONE STAR SHONE IN THE EARLY EVENING SKY.
TIMIT/data/TRAIN\DR4\MJJJ0\VOCODED_SX83.WAV.wav,MY INSTRUCTIONS DESPERATELY NEED UPDATING.
TIMIT/data/TRAIN\DR4\MJLB0\VOCODED_SA1.WAV.wav,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR.
TIMIT/data/TRAIN\DR4\MJLB0\VOCODED_SA2.WAV.wav,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT.
TIMIT/data/TRAIN\DR4\MJLB0\VOCODED_SI1616.WAV.wav,"HE DIDN'T FIGURE HER AT ALL, AND IF HE FOUND OUT A WOMAN IT'D BE BAD."
TIMIT/data/TRAIN\DR4\MJLB0\VOCODED_SI2246.WAV.wav,"REAL BRIGHT ALONG THOSE LINES, YOU MIGHT SAY."
TIMIT/data/TRAIN\DR4\MJLB0\VOCODED_SI986.WAV.wav,ANT BITES WERE EASED BY APPLYING LIQUID BLUING.
TIMIT/data/TRAIN\DR4\MJLB0\VOCODED_SX176.WAV.wav,BUYING A THOROUGHBRED HORSE REQUIRES INTUITION AND EXPERTISE.
TIMIT/data/TRAIN\DR4\MJLB0\VOCODED_SX266.WAV.wav,WITHDRAW ONLY AS MUCH MONEY AS YOU NEED.
TIMIT/data/TRAIN\DR4\MJLB0\VOCODED_SX356.WAV.wav,DIANE MAY SPLURGE AND BUY A TURQUOISE NECKLACE.
TIMIT/data/TRAIN\DR4\MJLB0\VOCODED_SX446.WAV.wav,THOMAS THINKS A LARGER CLAMP SOLVES THE PROBLEM.
TIMIT/data/TRAIN\DR4\MJLB0\VOCODED_SX86.WAV.wav,HISPANIC COSTUMES ARE QUITE COLORFUL.
TIMIT/data/TRAIN\DR4\MJLS0\VOCODED_SA1.WAV.wav,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR.
TIMIT/data/TRAIN\DR4\MJLS0\VOCODED_SA2.WAV.wav,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT.
TIMIT/data/TRAIN\DR4\MJLS0\VOCODED_SI1096.WAV.wav,HE WORE A BROWN KNIT SPORT SHIRT WITH NO TIE.
TIMIT/data/TRAIN\DR4\MJLS0\VOCODED_SI1726.WAV.wav,"AND MEN ALSO USED VACUUM CLEANERS IN BOTH ROOMS, SUCKING DUST UP ONCE MORE."
TIMIT/data/TRAIN\DR4\MJLS0\VOCODED_SI466.WAV.wav,THEN WE'D REALLY HAVE SOMEPLACE TO GO.
TIMIT/data/TRAIN\DR4\MJLS0\VOCODED_SX106.WAV.wav,A HUGE TAPESTRY HUNG IN HER HALLWAY.
TIMIT/data/TRAIN\DR4\MJLS0\VOCODED_SX16.WAV.wav,A ROLL OF WIRE LAY NEAR THE WALL.
TIMIT/data/TRAIN\DR4\MJLS0\VOCODED_SX196.WAV.wav,HOW DO OYSTERS MAKE PEARLS?
TIMIT/data/TRAIN\DR4\MJLS0\VOCODED_SX286.WAV.wav,"IN EVERY MAJOR CLOVERLEAF, TRAFFIC SOMETIMES GETS BACKED UP."
TIMIT/data/TRAIN\DR4\MJLS0\VOCODED_SX376.WAV.wav,WOMEN MAY NEVER BECOME COMPLETELY EQUAL TO MEN.
TIMIT/data/TRAIN\DR4\MJMM0\VOCODED_SA1.WAV.wav,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR.
TIMIT/data/TRAIN\DR4\MJMM0\VOCODED_SA2.WAV.wav,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT.
TIMIT/data/TRAIN\DR4\MJMM0\VOCODED_SI1255.WAV.wav,MY SINCERE WISH IS THAT HE CONTINUES TO ADD TO THIS RECORD HE SETS HERE TODAY.
TIMIT/data/TRAIN\DR4\MJMM0\VOCODED_SI1885.WAV.wav,THE MUDWAGON HAD CAUGHT FIRE ALSO.
TIMIT/data/TRAIN\DR4\MJMM0\VOCODED_SI625.WAV.wav,A TINY HANDFUL NEVER DID MAKE THE CONCERT.
TIMIT/data/TRAIN\DR4\MJMM0\VOCODED_SX175.WAV.wav,SEVERE MYOPIA CONTRIBUTED TO RON'S INFERIORITY COMPLEX.
TIMIT/data/TRAIN\DR4\MJMM0\VOCODED_SX265.WAV.wav,"THE SAW IS BROKEN, SO CHOP THE WOOD INSTEAD."
TIMIT/data/TRAIN\DR4\MJMM0\VOCODED_SX355.WAV.wav,DOLPHINS ARE INTELLIGENT MARINE MAMMALS.
TIMIT/data/TRAIN\DR4\MJMM0\VOCODED_SX445.WAV.wav,WHAT IS THIS LARGE THING BY THE IRONING BOARD?
TIMIT/data/TRAIN\DR4\MJMM0\VOCODED_SX85.WAV.wav,CEMENT IS MEASURED IN CUBIC YARDS.
TIMIT/data/TRAIN\DR4\MJPM1\VOCODED_SA1.WAV.wav,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR.
TIMIT/data/TRAIN\DR4\MJPM1\VOCODED_SA2.WAV.wav,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT.
TIMIT/data/TRAIN\DR4\MJPM1\VOCODED_SI1897.WAV.wav,SHE SEEMED IRRITATED.
TIMIT/data/TRAIN\DR4\MJPM1\VOCODED_SI2280.WAV.wav,MANY SHAPES IN BATHTUBS.
TIMIT/data/TRAIN\DR4\MJPM1\VOCODED_SI761.WAV.wav,PAPERWEIGHT MAY BE PERSONALIZED ON BACK WHILE CLAY IS LEATHER HARD.
TIMIT/data/TRAIN\DR4\MJPM1\VOCODED_SX131.WAV.wav,WE PLAN TO BUILD A NEW BEVERAGE PLANT.
TIMIT/data/TRAIN\DR4\MJPM1\VOCODED_SX221.WAV.wav,CORY ATTACKED THE PROJECT WITH EXTRA DETERMINATION.
TIMIT/data/TRAIN\DR4\MJPM1\VOCODED_SX311.WAV.wav,MY DESIRES ARE SIMPLE: GIVE ME ONE INFORMATIVE PARAGRAPH ON THE SUBJECT.
TIMIT/data/TRAIN\DR4\MJPM1\VOCODED_SX401.WAV.wav,THE TAXICAB BROKE DOWN AND CAUSED A TRAFFIC JAM.
TIMIT/data/TRAIN\DR4\MJPM1\VOCODED_SX41.WAV.wav,ETIQUETTE MANDATES COMPLIANCE WITH EXISTING REGULATIONS.
TIMIT/data/TRAIN\DR4\MJRH0\VOCODED_SA1.WAV.wav,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR.
TIMIT/data/TRAIN\DR4\MJRH0\VOCODED_SA2.WAV.wav,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT.
TIMIT/data/TRAIN\DR4\MJRH0\VOCODED_SI1125.WAV.wav,BUT IN EVERY PERIOD IT HAS BEEN HUMANISM.
TIMIT/data/TRAIN\DR4\MJRH0\VOCODED_SI1755.WAV.wav,ONLY THEN DID HE DECIDE HE DIDN'T WANT ONE.
TIMIT/data/TRAIN\DR4\MJRH0\VOCODED_SI1840.WAV.wav,THE GOOD MAN CHORTLED APPRECIATIVELY AND DECIDED THE TRIP WAS WORTH HIS TIME.
TIMIT/data/TRAIN\DR4\MJRH0\VOCODED_SX135.WAV.wav,TECHNICAL WRITERS CAN ABBREVIATE IN BIBLIOGRAPHIES.
TIMIT/data/TRAIN\DR4\MJRH0\VOCODED_SX225.WAV.wav,KEEP THE THERMOMETER UNDER YOUR TONGUE!
TIMIT/data/TRAIN\DR4\MJRH0\VOCODED_SX315.WAV.wav,BOB FOUND MORE CLAMS AT THE OCEAN'S EDGE.
TIMIT/data/TRAIN\DR4\MJRH0\VOCODED_SX405.WAV.wav,OF COURSE YOU CAN HAVE ANOTHER TUNAFISH SANDWICH.
TIMIT/data/TRAIN\DR4\MJRH0\VOCODED_SX45.WAV.wav,ADDITION AND SUBTRACTION ARE LEARNED SKILLS.
TIMIT/data/TRAIN\DR4\MJSR0\VOCODED_SA1.WAV.wav,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR.
TIMIT/data/TRAIN\DR4\MJSR0\VOCODED_SA2.WAV.wav,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT.
TIMIT/data/TRAIN\DR4\MJSR0\VOCODED_SI1424.WAV.wav,IT HAD ASSUMED THE TERRIFYING INERTIA OF INANIMATE MATTER.
TIMIT/data/TRAIN\DR4\MJSR0\VOCODED_SI2054.WAV.wav,"HE SLIPPED OUTSIDE, HUGGING THE WALLS OF BUILDINGS AND DODGING INTO DOORWAYS."
TIMIT/data/TRAIN\DR4\MJSR0\VOCODED_SI794.WAV.wav,YOU SHOULD FIRMLY INSIST THAT NO BOBBY PINS OR HAIR PINS BE WORN IN THE WATER.
TIMIT/data/TRAIN\DR4\MJSR0\VOCODED_SX164.WAV.wav,CURIOSITY AND MEDIOCRITY SELDOM COEXIST.
TIMIT/data/TRAIN\DR4\MJSR0\VOCODED_SX254.WAV.wav,DO THEY ALLOW ATHEISTS IN CHURCH?
TIMIT/data/TRAIN\DR4\MJSR0\VOCODED_SX344.WAV.wav,I KNOW I DIDN'T MEET HER EARLY ENOUGH.
TIMIT/data/TRAIN\DR4\MJSR0\VOCODED_SX434.WAV.wav,EACH STAG SURELY FINDS A BIG FAWN.
TIMIT/data/TRAIN\DR4\MJSR0\VOCODED_SX74.WAV.wav,AN OFFICIAL DEADLINE CANNOT BE POSTPONED.
TIMIT/data/TRAIN\DR4\MJWS0\VOCODED_SA1.WAV.wav,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR.
TIMIT/data/TRAIN\DR4\MJWS0\VOCODED_SA2.WAV.wav,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT.
TIMIT/data/TRAIN\DR4\MJWS0\VOCODED_SI1143.WAV.wav,MOST ASSUREDLY IDEAS ARE INVALUABLE.
TIMIT/data/TRAIN\DR4\MJWS0\VOCODED_SI1773.WAV.wav,THE ROOM LOOKED NORMAL AND EVEN COMMONPLACE.
TIMIT/data/TRAIN\DR4\MJWS0\VOCODED_SI513.WAV.wav,THIS IS NO SURPRISING TRAIT FOR A BALLPLAYER.
TIMIT/data/TRAIN\DR4\MJWS0\VOCODED_SX153.WAV.wav,SCHOLASTIC APTITUDE IS JUDGED BY STANDARDIZED TESTS.
TIMIT/data/TRAIN\DR4\MJWS0\VOCODED_SX243.WAV.wav,THEY ALL AGREE THAT THE ESSAY IS BARELY INTELLIGIBLE.
TIMIT/data/TRAIN\DR4\MJWS0\VOCODED_SX333.WAV.wav,AN ADULT MALE BABOON'S TEETH ARE NOT SUITABLE FOR EATING SHELLFISH.
TIMIT/data/TRAIN\DR4\MJWS0\VOCODED_SX423.WAV.wav,SMASH LIGHTBULBS AND THEIR CASH VALUE WILL DIMINISH TO NOTHING.
TIMIT/data/TRAIN\DR4\MJWS0\VOCODED_SX63.WAV.wav,CONTINENTAL DRIFT IS A GEOLOGICAL THEORY.
TIMIT/data/TRAIN\DR4\MJXL0\VOCODED_SA1.WAV.wav,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR.
TIMIT/data/TRAIN\DR4\MJXL0\VOCODED_SA2.WAV.wav,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT.
TIMIT/data/TRAIN\DR4\MJXL0\VOCODED_SI1172.WAV.wav,"HE WAS BUSY, HE SAID, IN HAVING SOMEONE SUBMIT TO A MONKEY-GLAND OPERATION."
TIMIT/data/TRAIN\DR4\MJXL0\VOCODED_SI1795.WAV.wav,HE SHRUGGED CASUALLY.
TIMIT/data/TRAIN\DR4\MJXL0\VOCODED_SI542.WAV.wav,SHE CAME BACK THE OTHER DAY TO REASSURE ME.
TIMIT/data/TRAIN\DR4\MJXL0\VOCODED_SX182.WAV.wav,THICK GLUE OOZED OUT OF THE TUBE.
TIMIT/data/TRAIN\DR4\MJXL0\VOCODED_SX272.WAV.wav,ALLOW EACH CHILD TO HAVE AN ICE POP.
TIMIT/data/TRAIN\DR4\MJXL0\VOCODED_SX362.WAV.wav,THE ANNOYING RACCOONS SLIPPED INTO PHIL'S GARDEN EVERY NIGHT.
TIMIT/data/TRAIN\DR4\MJXL0\VOCODED_SX452.WAV.wav,"IN DEVELOPING FILM, MANY TOXIC CHEMICALS ARE USED."
TIMIT/data/TRAIN\DR4\MJXL0\VOCODED_SX92.WAV.wav,A LARGE HOUSEHOLD NEEDS LOTS OF APPLIANCES.
TIMIT/data/TRAIN\DR4\MKAM0\VOCODED_SA1.WAV.wav,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR.
TIMIT/data/TRAIN\DR4\MKAM0\VOCODED_SA2.WAV.wav,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT.
TIMIT/data/TRAIN\DR4\MKAM0\VOCODED_SI1250.WAV.wav,EVIDENCE THAT OTHER SOURCES OF FINANCING ARE UNAVAILABLE MUST BE PROVIDED.
TIMIT/data/TRAIN\DR4\MKAM0\VOCODED_SI1316.WAV.wav,SPACE PROBES HAVE YIELDED LITTLE INFORMATION.
TIMIT/data/TRAIN\DR4\MKAM0\VOCODED_SI1465.WAV.wav,THIS PROCESS IS ESPECIALLY DIFFICULT SINCE GYRO DRIFTING IS TYPICALLY RANDOM.
TIMIT/data/TRAIN\DR4\MKAM0\VOCODED_SX146.WAV.wav,CYCLICAL PROGRAMS WILL NEVER COMPILE.
TIMIT/data/TRAIN\DR4\MKAM0\VOCODED_SX236.WAV.wav,CLEAR PRONUNCIATION IS APPRECIATED.
TIMIT/data/TRAIN\DR4\MKAM0\VOCODED_SX326.WAV.wav,STEVE COLLECTS RARE AND NOVEL COINS.
TIMIT/data/TRAIN\DR4\MKAM0\VOCODED_SX416.WAV.wav,A HUGE POWER OUTAGE RARELY OCCURS.
TIMIT/data/TRAIN\DR4\MKAM0\VOCODED_SX56.WAV.wav,ACADEMIC APTITUDE GUARANTEES YOUR DIPLOMA.
TIMIT/data/TRAIN\DR4\MLBC0\VOCODED_SA1.WAV.wav,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR.
TIMIT/data/TRAIN\DR4\MLBC0\VOCODED_SA2.WAV.wav,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT.
TIMIT/data/TRAIN\DR4\MLBC0\VOCODED_SI1239.WAV.wav,THUS FAR THE ADVANCES MADE HAVE BEEN ALMOST ENTIRELY ALONG FUNCTIONAL LINES.
TIMIT/data/TRAIN\DR4\MLBC0\VOCODED_SI1869.WAV.wav,HE RODE LOW ON THE MARE'S NECK.
TIMIT/data/TRAIN\DR4\MLBC0\VOCODED_SI609.WAV.wav,THE PUBLIC IS NOW ARMED WITH SOPHISTICATION AND NUMEROUS COMPETING MEDIA.
TIMIT/data/TRAIN\DR4\MLBC0\VOCODED_SX159.WAV.wav,THE GOVERNMENT SOUGHT AUTHORIZATION OF HIS CITIZENSHIP.
TIMIT/data/TRAIN\DR4\MLBC0\VOCODED_SX249.WAV.wav,I ATE EVERY OYSTER ON NORA'S PLATE.
TIMIT/data/TRAIN\DR4\MLBC0\VOCODED_SX339.WAV.wav,DID SHAWN CATCH THAT BIG GOOSE WITHOUT HELP?
TIMIT/data/TRAIN\DR4\MLBC0\VOCODED_SX429.WAV.wav,A TOOTHPASTE TUBE SHOULD BE SQUEEZED FROM THE BOTTOM.
TIMIT/data/TRAIN\DR4\MLBC0\VOCODED_SX69.WAV.wav,EAT YOUR RAISINS OUTDOORS ON THE PORCH STEPS.
TIMIT/data/TRAIN\DR4\MLEL0\VOCODED_SA1.WAV.wav,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR.
TIMIT/data/TRAIN\DR4\MLEL0\VOCODED_SA2.WAV.wav,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT.
TIMIT/data/TRAIN\DR4\MLEL0\VOCODED_SI1246.WAV.wav,"HE WAS, THUS, AN EARLY AND SPECTACULAR VICTIM."
TIMIT/data/TRAIN\DR4\MLEL0\VOCODED_SI1876.WAV.wav,A VOICE SPOKE NEAR-AT-HAND.
